text,ids
"s offer exceptionally high-tolerance dimensional capabilities.ENVIRONMENTAL STRESS & CRACKING RESISTANCE Unlike most other amorphous thermoplastics, ULTEM resins retain strength and resist stress cracking when exposed to automotive and aircraft fluids, aliphatic hydrocarbons, alcohols, acids, and weak aqueous solutions. Unlike most other amorphous thermoplastics, ULTEM resins retain strength and resist stress cracking when exposed to automotive and aircraft fluids, aliphatic hydrocarbons, alcohols, acids, and weak aqueous solutions.FLAMMABILITY, SMOKE GENERATION AND TOXICITY Inherent flame resistance without additives in most grades - exceptionally difficult to ignite, with a limiting oxygen index (LOI) of 47%, meeting UL94 V0 specifications in sections as thin as 0.41 mm. Generates extremely low smoke per the NBS smoke evolution test, with products of combustion no more toxic than those of wood. Inherent flame resistance without additives in most grades - exceptionally difficult to ignite, with a limiting oxygen index (LOI) of 47%, meeting UL94 V0 specifications in sections as thin as 0.41 mm. Generates extremely low smoke per the NBS smoke evolution test, with products of combustion no more toxic than those of wood.PROCESSABILITY Can be extruded, thermoformed, e",chunk_115
" index (LOI) of 47%, meeting UL94 V0 specifications in sections as thin as 0.41 mm. Generates extremely low smoke per the NBS smoke evolution test, with products of combustion no more toxic than those of wood.PROCESSABILITY Can be extruded, thermoformed, extrusion blow molded and injection molded, and flowability permits long flow lengths down to 0.2mm thick using conventional injection molding equipment. Can be extruded, thermoformed, extrusion blow molded and injection molded, and flowability permits long flow lengths down to 0.2mm thick using conventional injection molding equipment.SUSTAINABILITY A portfolio of ISCC+ certified renewable bio-based ULTEM™ resins offers sustainability benefits while delivering exactly the same high performance and processability as incumbent ULTEM materials. Using a mass balance approach, for every 100 kg of ULTEM resin produced, SABIC replaces 25.5 kg of fossil-based feedstocks with bio-based materials derived from waste or residue, such as crude tall oil from the wood industry. A portfolio of ISCC+ certified renewable bio-based ULTEM™ resins offers sustainability benefits while delivering exactly the same high performance and processability as incumbent ULTEM materials. Using a mass balance approach, for every 100 kg of ULTEM r",chunk_116
". A portfolio of ISCC+ certified renewable bio-based ULTEM™ resins offers sustainability benefits while delivering exactly the same high performance and processability as incumbent ULTEM materials. Using a mass balance approach, for every 100 kg of ULTEM resin produced, SABIC replaces 25.5 kg of fossil-based feedstocks with bio-based materials derived from waste or residue, such as crude tall oil from the wood industry.English, Published 1/25/2024English, Published 1/25/2024English, Published 1/25/2024Simplified Chinese, Published 1/18/2024English, Published 1/16/2024Speak to one of our representatives to find out how SABIC can help you.Home > Products > Specialties > LNP™ COMPOUNDS AND PC COPOLYMER RESINS > VALOX™ FR Resin The VALOX family of thermoplastic polyester resins are semi-crystalline materials based on polybutylene terephthalate (PBT) and/or polyethylene terephthalate (PET) polymers. VALOX resin formulations include many performance-matched grades designed to provide application-specific property profiles. VALOX resins combine heat and chemical resistance, as well as outstanding electrical properties with exceptionally good processability and surface appearance.TAILORABLE PROPERTIES High mechanical, thermal and electrical properties combined with excell",chunk_117
"les. VALOX resins combine heat and chemical resistance, as well as outstanding electrical properties with exceptionally good processability and surface appearance.TAILORABLE PROPERTIES High mechanical, thermal and electrical properties combined with excellent chemical resistance and dimensional stability EXCELLENT CHEMICAL RESISTANCE Excellent resistance to a variety of chemicals, including hydrocarbons, dilute acids and bases, detergents, and most aqueous salt solutions VERSATILITY AND REGULATORY COMPLIANCE Available in a broad range of both filled and unfilled grades, with specified UL and other agency compliance ratings. Healthcare grades meet food contact and medical regulatory specifications. FLAME RETARDANCY Flame retardant grades offer a UL94 5VA rating and a glow wire test (GWT) pass at 960 °C GOOD TEMPERATURE PERFORMANCE Relative temperature index (RTI) up to 284 °F (140 °C), yet provide good low temperature performance to -40°F (-40°C)VERY GOOD PROCESSABILITY High flow in thin sections, offering excellent surface finish English, Published 6/19/2017English, Published 1/19/2017Speak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers > Polybutylene Terephthalate (PBT) > VALOX™ FR Resins The VALOX family of thermopla",chunk_118
"nt surface finish English, Published 6/19/2017English, Published 1/19/2017Speak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers > Polybutylene Terephthalate (PBT) > VALOX™ FR Resins The VALOX family of thermoplastic polyester resins are semi-crystalline materials based on polybutylene terephthalate (PBT) and/or polyethylene terephthalate (PET) polymers. VALOX resin formulations include many performance-matched grades designed to provide application-specific property profiles. VALOX resins combine heat and chemical resistance, as well as outstanding electrical properties with exceptionally good processability and surface appearance.TAILORABLE PROPERTIESHigh mechanical, thermal and electrical properties combined with excellent chemical resistance and dimensional stabilityEXCELLENT CHEMICAL RESISTANCE Excellent resistance to a variety of chemicals, including hydrocarbons, dilute acids and bases, detergents, and most aqueous salt solutionsVERSATILITY AND REGULATORY COMPLIANCE Available in a broad range of both filled and unfilled grades, with specified UL and other agency compliance ratings. Healthcare grades meet food contact and medical regulatory specifications.FLAME RETARDANCY Flame retardant grades offer a UL94 5VA rat",chunk_119
"NCE Available in a broad range of both filled and unfilled grades, with specified UL and other agency compliance ratings. Healthcare grades meet food contact and medical regulatory specifications.FLAME RETARDANCY Flame retardant grades offer a UL94 5VA rating and a glow wire test (GWT) pass at 960 °CGOOD TEMPERATURE PERFORMANCE Relative temperature index (RTI) up to 284 °F (140 °C), yet provide good low temperature performance to -40°F (-40°C)VERY GOOD PROCESSABILITY High flow in thin sections, offering excellent surface finishThe Regulatory Data Sheet (RDS) contains information about product compliance with respect to specific regulations, laws, and directives such as RoHS, REACH-SVHC, POPs and other restricted substances.A Safety Data Sheet (SDS) contains relevant information that enables safe handling, storage, transportation and use of a grade.SDS'es are available for download from the ""SABIC SDS Portal"". User guidance to support your search efforts can be downloaded here.If an SDS is not available for your particular region and/or language, please follow the directions in the portal or user manual to request a specific SDS.English, Published 1/11/2024English, Published 3/20/2020English, Published 1/19/2017Speak to one of our representatives to find out how SA",chunk_120
"articular region and/or language, please follow the directions in the portal or user manual to request a specific SDS.English, Published 1/11/2024English, Published 3/20/2020English, Published 1/19/2017Speak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers > Polybutylene Terephthalate (PBT) > VALOX™ Resin VALOX™ are a semi-crystalline family of PBT, PET and blends with Polycarbonate (PC), offering an outstanding mix of value added properties for a variety of applications.The Regulatory Data Sheet (RDS) contains information about product compliance with respect to specific regulations, laws, and directives such as RoHS, REACH-SVHC, POPs and other restricted substances.A Safety Data Sheet (SDS) contains relevant information that enables safe handling, storage, transportation and use of a grade.SDS'es are available for download from the ""SABIC SDS Portal"". User guidance to support your search efforts can be downloaded here.If an SDS is not available for your particular region and/or language, please follow the directions in the portal or user manual to request a specific SDS.English, Published 1/11/2024English, Published 1/30/2023English, Published 3/20/2020English, Published 10/15/2019English, Published 1/19/2017Speak to o",chunk_121
"ion and/or language, please follow the directions in the portal or user manual to request a specific SDS.English, Published 1/11/2024English, Published 1/30/2023English, Published 3/20/2020English, Published 10/15/2019English, Published 1/19/2017Speak to one of our representatives to find out how SABIC can help you.Home > Products > Chemicals > Chlor-Alkali > VCM Vinyl Chloride Monomer (VCM, Monochloroethylene) is a reactive gas with a faint odor and is extremely flammable. Under refrigeration, VCM is converted into liquid with a density of 0.91 gm/cc. VCM is sparingly soluble in water and soluble in alcohol.About 98% of VCM production is polymerized to produce Polyvinyl Chloride (PVC), a commonly used plastic, particularly in the piping and construction industries.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Metals > Long Products > Wire Rod Speak to one of our representatives to find out how SABIC can help you. Home > Products > Specialties > LNP™ COMPOUNDS AND PC COPOLYMER RESINS > XENOY™ FR Resin The XENOY alloy is a blend of semi-crystalline polyester (typically polybutylene terephthalate, PBT, or polyethylene terephthalate, PET) and polycarbonate (PC). The XENOY resin family offers good chemical resistance, great ",chunk_122
"POLYMER RESINS > XENOY™ FR Resin The XENOY alloy is a blend of semi-crystalline polyester (typically polybutylene terephthalate, PBT, or polyethylene terephthalate, PET) and polycarbonate (PC). The XENOY resin family offers good chemical resistance, great impact resistance even at low temperatures, heat resistance, and outstanding aesthetic and flow characteristics. XENOY alloys offer outstanding performance in applications that are exposed to harsh conditions, or that require a high degree of toughness.BALANCE OF PROPERTIES Balanced chemical and mechanical properties - amorphous polycarbonate content provides impact resistance, dimensional stability and heat resistance, while the crystalline polyesterstructure provides enhanced flow and chemical resistance LOW TEMPERATURE IMPACT STRENGTH High level of impact strength at temperatures down to -40 °F (-40° C). Impact modification provides both low and high temperature durability. WEATHERABILITY Grades include UV stabilized formulations for good weatherability LUBRICITY Smooth part-on-part lubricity for demanding applications GOOD TEMPERATURE PERFORMANCE Heat performance sufficient for paint cure up to 130° C. Speak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers > Polycar",chunk_123
"CITY Smooth part-on-part lubricity for demanding applications GOOD TEMPERATURE PERFORMANCE Heat performance sufficient for paint cure up to 130° C. Speak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers > Polycarbonate (PC)-Polybutylene Terephthalate (PBT) > XENOY™ Resin The Regulatory Data Sheet (RDS) contains information about product compliance with respect to specific regulations, laws, and directives such as RoHS, REACH-SVHC, POPs and other restricted substances.A Safety Data Sheet (SDS) contains relevant information that enables safe handling, storage, transportation and use of a grade.SDS'es are available for download from the ""SABIC SDS Portal"". User guidance to support your search efforts can be downloaded here.If an SDS is not available for your particular region and/or language, please follow the directions in the portal or user manual to request a specific SDS.English, Published 1/11/2024English, Published 3/20/2020English, Published 10/15/2019English, Published 10/15/2019Speak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers > XYLEX™ RESINS > XYLEX™ Resin STRONG CHEMICAL RESISTANCE PLUS CLARITY XYLEX resins are a transparent blend of polycarbonate (PC) and an amorp",chunk_124
"shed 10/15/2019Speak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers > XYLEX™ RESINS > XYLEX™ Resin STRONG CHEMICAL RESISTANCE PLUS CLARITY XYLEX resins are a transparent blend of polycarbonate (PC) and an amorphous polyester. Compared to PC, the polyester in XYLEX resin provides enhanced chemical resistance against certain fluids, enhancing the resin's stress crack resistance. It also permits lower processing temperatures than straight PC.CHEMICAL RESISTANCEResistant to pool and spa chemicals, automotive fluids, alcohols, cleaning fluids, food ingredients, and health & beauty compoundsHIGH IMPACT STRENGTH Impact strength similar to polycarbonatesCLARITY As clear as polycarbonates - almost indistinguishable from standard window glassWEATHERABILITY Grades include UV stabilized formulations, as well as inherently-weatherable polyester resin for outstanding external application lifeHIGH FLOW Good mold flow for thin-section partsThe Regulatory Data Sheet (RDS) contains information about product compliance with respect to specific regulations, laws, and directives such as RoHS, REACH-SVHC, POPs and other restricted substances.A Safety Data Sheet (SDS) contains relevant information that enables safe handling, storage, transpo",chunk_125
"ormation about product compliance with respect to specific regulations, laws, and directives such as RoHS, REACH-SVHC, POPs and other restricted substances.A Safety Data Sheet (SDS) contains relevant information that enables safe handling, storage, transportation and use of a grade.SDS'es are available for download from the ""SABIC SDS Portal"". User guidance to support your search efforts can be downloaded here.If an SDS is not available for your particular region and/or language, please follow the directions in the portal or user manual to request a specific SDS.English, Published 1/11/2024English, Published 1/30/2023English, Published 1/19/2017Speak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers > Elastomer Products A range of SABIC® Polybutadiene (BR), EPDM and FORTIFY™ (Polyolefin Elastomer, POE) grades produced using the state-of-the art technology and captive feedstock, that finds a variety of applications in different market segments such as Automotive, Building & Construction, Industrial, Electrical, Appliances and Consumer Goods.SABIC® Polybutadiene Rubber is a high cis polybutadiene rubber produced using a stereo-specific catalyst system that controls molecular weight distribution and provides excellent abrasi",chunk_126
" & Construction, Industrial, Electrical, Appliances and Consumer Goods.SABIC® Polybutadiene Rubber is a high cis polybutadiene rubber produced using a stereo-specific catalyst system that controls molecular weight distribution and provides excellent abrasion resistance, high resilience, low rolling resistance and good resistance to dynamic stress in the final product applications.SABIC® EPDM Rubber offers excellent heat, ozone, UV and ageing resistance coupled with very good processability due to the superior molecular architecture provided by metallocene catalyst. High quality and consistency makes SABIC® EPDM the right choice in rubber solutions for various demanding applications in automotive, building and construction, electrical and consumer goods segments. Download the brochure for SABIC® BR and EPDMThe new SABIC® FORTIFY™ (Polyolefin Elastomer, POE) products are produced using Nexlene™ technology – a cutting edge technology with a combination of solution process and proprietary metallocene catalyst. SABIC® FORTIFY™ combines the processing ease and recyclability of thermoplastics along with the benefits of rubber such as flexibility and low compression set. Download SABIC® FORTIFY™ brochure hereCorporate Film""This is SABIC"" BrochureAnnual ReportContact UsHom",chunk_127
" FORTIFY™ combines the processing ease and recyclability of thermoplastics along with the benefits of rubber such as flexibility and low compression set. Download SABIC® FORTIFY™ brochure hereCorporate Film""This is SABIC"" BrochureAnnual ReportContact UsHome > Products > Polymers SABIC’s polymers portfolio is organized largely around the automotive, foam/lightweight and pipe segments, helping find the right alternatives to replace traditional materials – wood, cotton or glass – used in a vast array of consumer and industrial products.SABIC’s polymers portfolio is organized largely around the automotive, foam/lightweight and pipe segments, helping find the right alternatives to replace traditional materials – wood, cotton or glass – used in a vast array of consumer and industrial products.CYCOLAC™ Resin - Acrylonitrile-butadiene-styrene (ABS) thermoplastic resin is widely recognized as a tailorable engineering material offering outstanding aesthetics, flow, toughness, dimensional stability, excellent colorability, scratch resistance and high temperature resistance. GELOY™ Resin - Improved UV over PC/ABS, excellent processability, higher heat and impact vs. ASA.Hard particle furnace grades reinforcing carbon black used for a range of applications in rubber industry.E",chunk_128
"scratch resistance and high temperature resistance. GELOY™ Resin - Improved UV over PC/ABS, excellent processability, higher heat and impact vs. ASA.Hard particle furnace grades reinforcing carbon black used for a range of applications in rubber industry.Ethylene Vinyl Acetate (EVA) is a copolymer resin that is used for its lightweight and excellent foamability performance. The material is used in the footwear, sports, and leisure applications. The material also is used as a sealant solution in packaging due to its flexibility and low temperature resistance.Polyamide, a semi crystalline material offers a good toughness & barrier properties in flexible packaging applications. It also exhibits superior mechanical strength and stiffness, good friction and wear properties which are important for engineering applicationsVALOX™ Resin - Dimensional stability, low warpage, weatherable, excellent chemical resistance and high quality surface finish & gloss.Polycarbonate, an amorphous polymer, offers a unique combination of toughness with exceptional impact strength. It also exhibits high optical clarity, excellent creep, and high temperature resistance.CYCOLOY polycarbonate/acrylonitrile-butadiene-styrene (PC/ABS) high impact amorphous thermoplastic blends combine ease of p",chunk_129
" toughness with exceptional impact strength. It also exhibits high optical clarity, excellent creep, and high temperature resistance.CYCOLOY polycarbonate/acrylonitrile-butadiene-styrene (PC/ABS) high impact amorphous thermoplastic blends combine ease of processing with low-temperature ductility. With excellent impact resistance, heat resistance, and outstanding aesthetics. CYCOLOY resin blends provide an excellent design solution when both appearance and durability are important.XENOY™ Resin - Long-term durability, high impact strength, chemical resistance, good surface appearance, low shrinkage, easy processing.Complete range of HDPE, LDPE and LLDPE, including Metallocene LLDPE, plastomers and elastomers for flexible and rigid applications.A transparent, lightweight material with excellent water and moisture barrier properties, used mostly for water, carbonated soft drinks, milk and juice packaging application.Super transparent, amorphous PMMA offers high resistance to UV light and weathering, chemical and heat resistance, long service life, and unlimited coloring options for various applications.A wide range of Polyoxymethylene (POM) including Glass-Filled grades (SABITAL). To be used in several applications replacing metals and moving parts for different marke",chunk_130
" resistance, long service life, and unlimited coloring options for various applications.A wide range of Polyoxymethylene (POM) including Glass-Filled grades (SABITAL). To be used in several applications replacing metals and moving parts for different market segments.Complete range of Homo, Random & Impact Polypropylene and Polypropylene Compounds for Flexible and Rigid ApplicationsA transparent polymer used in a variety of applications, such as food packaging and appliances. Polystyrene foams are used for thermal insulation and protective packaging.Polyurethane PU is made by mixing a Polyol with a different diisocyanate, e.g Toluene diisocyanate (TDI) or Methylenediphenyl diisocyanate (MDI ) with other chemical and additives to produce materials that can be used in furniture/bedding, construction, insulation, automotive and CASE (coatings,adhesives, sealants and elastomers).A durable and long-lasting material that can be used in a variety of applications, either rigid or flexible: building and construction, medical devices and food packaging.A wide range of BR and EPDM rubber, which finds application in tire and non-tire industries.Strong chemical resistance plus clarity> Click here to download the SABIC Polymers Portfolio> Click here to download SABIC Polyolefin ",chunk_131
"al devices and food packaging.A wide range of BR and EPDM rubber, which finds application in tire and non-tire industries.Strong chemical resistance plus clarity> Click here to download the SABIC Polymers Portfolio> Click here to download SABIC Polyolefin Product Portfolio for Americas> Click here to download SABIC ETP Product Portfolio for Americas> Help for the SABIC SDS portal> SABIC SDS Portal Home > Products > Specialties > Compounding Solutions SABIC is a world leader in providing specialty compounded solutions and services that can help you address today’s top trends and challenges. Our 70 years of material knowledge, combined with industry and technical expertise, can help you capture opportunities and outpace your competitors, no matter the size of your business or where your operations are located.Contact us today to learn how SABIC’s custom-tailored solutions can help meet your criteria for design, performance and appearance.Marketing experts have said “Color inspires, energizes, builds recognition. It excites the eye, conveys a feeling, and impacts every corner of our world. Choosing the right color can mean the difference between your product’s success and failure.”SABIC’s specialty compounded portfolio offers a unique range of colors and effects that",chunk_132
" excites the eye, conveys a feeling, and impacts every corner of our world. Choosing the right color can mean the difference between your product’s success and failure.”SABIC’s specialty compounded portfolio offers a unique range of colors and effects that can provide aesthetic differentiation, cost reduction, color consistency and environmental benefits. Our broad palette of color services - from color matching to color development – combined with our color expertise can help differentiate your products and set you apart from the competition while meeting regulatory requirements where needed.All Aesthetics & Visual effects grades COLORCOMP™pre-colored compounds COLORXPRESS™ services LEXAN™ resins (PC) XYLEX™ resins (PC/PCT) In highly regulated industries, like healthcare and pharmaceutical, there is a need for materials that can withstand various sterilization processes.SABIC offers a portfolio of specialty compounded solutions for applications where gamma/e-beam sterilization or ethylene oxide (EtO) sterilization are required. SABIC also has a comprehensive Healthcare Product Policy designed with the intent of supporting our customers in achieving regulatory compliance. All Care Compliance effects gradesCYCOLOY™ resins (PC/ABS) LEXAN™ resins (PC) XYLEX™ resins (",chunk_133
"on are required. SABIC also has a comprehensive Healthcare Product Policy designed with the intent of supporting our customers in achieving regulatory compliance. All Care Compliance effects gradesCYCOLOY™ resins (PC/ABS) LEXAN™ resins (PC) XYLEX™ resins (PC/PCT)As electronics continue to evolve, consumer electronics manufacturers are challenged to make devices thinner, smaller, and lighter without compromising on features or functionalities.SABIC’s portfolio of THERMOCOMP™ compounds have been engineered to meet specific performance requirements for circuit integration. This suite of specialty compounded materials has been optimized for transmission conditions, providing different combinations of Dk(dielectric constant) and Df (dielectric dissipation factor) performance. The portfolio also contains compounds that can be treated using laser direct structuring.All Circuit Solutions effects grades THERMOCOMP™ compounds (filled compounds)Conductive thermoplastic compounds can offer reliability and value for applications that require dissipation of static charges, protection from electrostatic discharge (ESD), or thermal management.SABIC’s portfolio of specialty compounded solutions can provide the right degree of conductivity required for your application. We offer sp",chunk_134
"ons that require dissipation of static charges, protection from electrostatic discharge (ESD), or thermal management.SABIC’s portfolio of specialty compounded solutions can provide the right degree of conductivity required for your application. We offer specialty compounds with a full range of electrically active materials, including materials which contain electrically conductive additives that provide surface resistivity from antistatic, through conductive, to electromagnetic interference (EMI) shielding.All Conductive effects grades FARADEX™ compounds (EMI / shielding) KONDUIT™ compounds (Thermally conductive) STAT-KON™ compounds (electrically conductive) STAT-LOY™ compounds (electrically dissipative)Flame-retardant (FR) engineering thermoplastics are often a critical requirement for many of today’s applications. Global FR regulations, and the technologies that can ensure you meet them, change quickly.SABIC offers a broad range of specialty compounded FR solutions, years of regulatory and testing expertise, and outstanding technical support that can help you to meet the performance criteria necessary for your application to succeed.All Flame Retardency effects grades CYCOLOY™ resins (PC/ABS) LEXAN™ resins (PC) VALOX™ resins (PBT) XENOY™ resins (PBT/PC)Structura",chunk_135
"d outstanding technical support that can help you to meet the performance criteria necessary for your application to succeed.All Flame Retardency effects grades CYCOLOY™ resins (PC/ABS) LEXAN™ resins (PC) VALOX™ resins (PBT) XENOY™ resins (PBT/PC)Structurally engineered thermoplastics are an excellent solution for applications where low warpage, high modulus, and impact resistance are important.SABIC’s specialty compounded solutions are available for nearly any base resin and can offer enhancedstiffness, heat resistance and dimensional accuracy for super structural, metal replacement, NMT (nano molding), and recyclable applications. We also offer compounds that perform in demanding high heat and chemical environments, or that impart EMI shielding capabilities.All Structural effects grades CYCOLOY™ resins (PC/ABS) THERMOCOMP™ compounds (filled compounds) THERMOTUF™ compounds (impact modified) VERTON™ compounds (long glass fiber) Read more on our SABIC Structural SolutionsLubricated compounds improve wear resistance and lower friction by combining engineering resins with various internal lubricants or patented alloy technology. Glass and carbon fibers can also be included for improved strength and stiffness.SABIC’s portfolio of specialty compounded solutions can sig",chunk_136
"e and lower friction by combining engineering resins with various internal lubricants or patented alloy technology. Glass and carbon fibers can also be included for improved strength and stiffness.SABIC’s portfolio of specialty compounded solutions can significantly reduce friction and wear rates of plastic parts moving over other surfaces, whether contact is plastic-on-metal or plastic-on-plastic. They can also help extend product life, reduce or eliminate squeaks, eliminate the need for lubrication, and reduce maintenance costs. All Wear and Friction effects grades LUBRICOMP™ compounds (lubricated compounds) LUBRILOY™ (lubricated alloys) Home > Products > Specialties SABIC Specialties Business serves advanced technology spaces with high performance polymers, specialty compounds and additives, and advanced materials. Our materials help address complex thermal, mechanical, optical, and electrical performance requirements. SABIC specialty materials serve applications ranging from emerging technologies associated with the 4th industrial revolution, such as artificial intelligence, 5G infrastructure, net zero solutions and electric mobility, to smart electronics, medical devices, and robotics. Through chemistry and engineering, we push the boundaries of physical prop",chunk_137
"ith the 4th industrial revolution, such as artificial intelligence, 5G infrastructure, net zero solutions and electric mobility, to smart electronics, medical devices, and robotics. Through chemistry and engineering, we push the boundaries of physical properties of our materials to help our customers solve hard problems. We create value for our customers through a personal collaborative approach, leveraging our expertise in materials, design, engineering, application development and testing. Our portfolio includes the high heat families of ULTEM™ resins – polyetherimide (PEI), SILTEM™ resins – copolymer of polyetherimide and siloxane, and EXTEM™ resins –thermoplastic polyimide (TPI); LNP™ resins and compounds, LNP™ PC copolymers, and NORYL™ resins and compounds – polyphenylene ether (PPE). Explore SABIC’s Material Finder, a user-friendly platform created for designers and specifiers, to conveniently search, compare, and evaluate over 2,000 of our specialty thermoplastic materials for a wide range of applications. MATERIALS FINDERSABIC Specialties Business serves advanced technology spaces with high performance polymers, specialty compounds and additives, and advanced materials. Our materials help address complex thermal, mechanical, optical, and electrical perform",chunk_138
" MATERIALS FINDERSABIC Specialties Business serves advanced technology spaces with high performance polymers, specialty compounds and additives, and advanced materials. Our materials help address complex thermal, mechanical, optical, and electrical performance requirements.SABIC specialty materials serve applications ranging from emerging technologies associated with the 4th industrial revolution, such as artificial intelligence, 5G infrastructure, net zero solutions and electric mobility, to smart electronics, medical devices, and robotics.Through chemistry and engineering, we push the boundaries of physical properties of our materials to help our customers solve hard problems. We create value for our customers through a personal collaborative approach, leveraging our expertise in materials, design, engineering, application development and testing.Our portfolio includes the high heat families of ULTEM™ resins – polyetherimide (PEI), SILTEM™ resins – copolymer of polyetherimide and siloxane, and EXTEM™ resins – thermoplastic polyimide (TPI); LNP™ resins and compounds, LNP™ PC copolymers, and NORYL™ resins and compounds – polyphenylene ether (PPE).Explore SABIC’s Material Finder, a user-friendly platform created for designers and specifiers, to conveniently search,",chunk_139
"hermoplastic polyimide (TPI); LNP™ resins and compounds, LNP™ PC copolymers, and NORYL™ resins and compounds – polyphenylene ether (PPE).Explore SABIC’s Material Finder, a user-friendly platform created for designers and specifiers, to conveniently search, compare, and evaluate over 2,000 of our specialty thermoplastic materials for a wide range of applications.MATERIALS FINDERLeveraging SABIC’s resin technologies and process capabilities to develop material solutions for various additive manufacturing processes; including filament production and pellet-fed 3D systems. Showcase - SABIC Solutions for Additive Manufacturing.Leveraging SABIC’s resin technologies and process capabilities to develop material solutions for various additive manufacturing processes; including filament production and pellet-fed 3D systems. Showcase - SABIC Solutions for Additive Manufacturing.Specialty building blocks and reactive additives that impart unique balances of properties in thermoset systems. Offerings include functional NORYL™ oligomers, specialty dianhydrides, unique monomers, and thermoplastics in forms suitable for thermoset formulation. Potential application areas include electronics, electrical, composites, and adhesives.Dielectric films for film-foil and metalized electro",chunk_140
" oligomers, specialty dianhydrides, unique monomers, and thermoplastics in forms suitable for thermoset formulation. Potential application areas include electronics, electrical, composites, and adhesives.Dielectric films for film-foil and metalized electrode professional grade capacitors exhibit stable properties through a range of temperatures (-40 °C to +150 °C) and frequency, including stable capacitance, good insulation resistance, stable dielectric constant (Dk) and low dissipation factor (Df).Cutting edge engineering applications may require thermoplastic components with enhanced properties. Through our advanced compounding capabilities and unique copolymer resin technologies, we can support customers to expand their possibilities. High temperature resistant resins and compounds are also available under ULTEM™ Resin Family of High Heat Solutions and NORYL™ Resins families. High temperature resistant resins and compounds are also available under ULTEM™ Resin Family of High Heat Solutions and NORYL™ Resins families. The NORYL resin family consists of SABIC’s polyphenylene ether (PPE) blended with: HIPS, PP, PA, or TPE, select additives and fillers. These resins exhibit a broad range of properties for application in water management, automotive, electrical, sol",chunk_141
"milies. The NORYL resin family consists of SABIC’s polyphenylene ether (PPE) blended with: HIPS, PP, PA, or TPE, select additives and fillers. These resins exhibit a broad range of properties for application in water management, automotive, electrical, solar, energy storage, b&c, appliances and more.High temperature resistant resins and compounds are also available under LNP™ Compounds and PC Copolymer Resins and ULTEM™ Resin Family of High Heat Solutions families. High temperature resistant resins and compounds are also available under LNP™ Compounds and PC Copolymer Resins and ULTEM™ Resin Family of High Heat Solutions families.ULTEM™ resin is a Polyetherimide (PEI), which offers a unique combination of thermal performance, high modulus, dimensional stability, near-infrared transparency, and non-halogenated FR for a wide range of demanding applications. EXTEM™ resin is well-suited for applications that require a higher thermal performance, such as co-packaged optical components. SILTEM™ resin is an easy extrudable amorphous copolymer with no intentionally added PFAS for potential use in applications such as high-performance wires and cables. High temperature resistant resins and compounds are also available under LNP™ Compounds and PC Copolymer Resins and NORYL™",chunk_142
"ble amorphous copolymer with no intentionally added PFAS for potential use in applications such as high-performance wires and cables. High temperature resistant resins and compounds are also available under LNP™ Compounds and PC Copolymer Resins and NORYL™ Resins families. High temperature resistant resins and compounds are also available under LNP™ Compounds and PC Copolymer Resins and NORYL™ Resins families.» Specialties Material finder Home > Products > Chemicals SABIC’s chemicals portfolio constitutes the most basic building blocks of a large variety of other chemicals and advanced materials, ultimately enabling the manufacture of a vast range of industrial and consumer goods. Thanks to our global investments in the latest technology and our ambition to be the preferred world leader in chemicals, our manufacturing plants produce a wide range of world-class products – glycols, aromatics and derivatives, olefins, and oxygenates, as well as a variety of functional chemicals.SABIC’s chemicals portfolio constitutes the most basic building blocks of a large variety of other chemicals and advanced materials, ultimately enabling the manufacture of a vast range of industrial and consumer goods.Thanks to our global investments in the latest technology and our ambition t",chunk_143
"s the most basic building blocks of a large variety of other chemicals and advanced materials, ultimately enabling the manufacture of a vast range of industrial and consumer goods.Thanks to our global investments in the latest technology and our ambition to be the preferred world leader in chemicals, our manufacturing plants produce a wide range of world-class products – glycols, aromatics and derivatives, olefins, and oxygenates, as well as a variety of functional chemicals.Aromatics are liquid in nature. They can be used in the production of styrene homopolymers and copolymers for end applications such as dairy products, packaging materials and sheets. They can also be used in the production of BPA, methyl methacrylate (MMA) and chloroform intermediate.Butyl Glycol Ethers (BGE) are liquid in nature. They can be used in solvent-based coatings, industrial water-based coatings, architectural water-borne coatings, household and industrial cleaners, rust removers, hard surface cleaners, disinfectants and solvent-based silk screen printing inks.Chlor Alkali products are liquid in nature. They can be used as organic solvents, in the production of PVC, soaps and detergents. They can also be used in acid neutralization, bleaching in papermaking and cotton processing, and",chunk_144
